Price,Lotsize(m2),Livingspacesize(m2),Buildyear
400000,228,118,1970
450000,548,145,2001
275000,74,69,
1125000,3325,177,1997
375000,246,123,1983
498000,255,117,1936
599000,346,170,1995
450000,290,74,1948
750000,306,148,2018
850000,371,255,1997
298000,161,120,1963
469500,151,124,1965
399000,139,131,2017
499000,590,141,1900
1350000,18627,400,1974
685000,715,151,1978
550000,1692,159,
599000,397,253,1929
650000,805,197,1951
298000,178,116,1973
348000,310,112,1999
1150000,1955,249,2002
475000,250,205,1976
2150000,2300,259,1920
600000,447,189,2002
525000,118,118,2002
350000,135,117,1974
600000,250,139,1979
369000,192,140,2000
850000,573,217,1965
689000,530,262,1923
595000,100,168,1700
575000,192,151,2005
3750000,1150,385,1925
475000,152,137,2015
375000,122,104,1989
450000,350,140,1972
400000,237,114,1966
445000,166,107,1922
389000,131,108,1989
235000,147,108,1981
225000,96,117,1967
675000,244,150,2003
850000,6410,308,1854
1225000,4640,197,1995
450000,194,126,1983
689000,212,149,2017
598000,157,161,1996
395000,131,123,1988
385000,147,120,1928
439000,258,120,1978
825000,1515,188,2000
499000,266,200,
675000,551,143,2017
295000,153,122,1969
474500,226,159,1930
380000,188,104,1992
389000,244,113,1971
805000,490,162,1932
799000,566,202,1983
1150000,1432,164,2012
675000,385,195,1974
695000,131,163,1904
385000,112,109,1928
545000,273,103,1958
419000,223,121,2006
469000,304,134,1960
250000,135,110,1935
350000,523,125,1985
319000,293,109,1968
585000,422,214,1978
350000,126,98,1964
300000,179,135,1972
415000,250,147,1976
499000,182,133,Voor1906
350000,170,132,1972
595000,389,150,2009
585000,305,122,1987
675000,429,150,2000
475000,123,115,1988
400000,217,89,1966
625000,368,193,1974
1385000,13618,157,1950
325000,230,132,1978
495000,108,137,1994
359000,180,121,1971
698000,392,203,1972
450000,135,107,2011
565000,100,130,1907
500000,316,142,1984
349500,237,117,1920
385000,520,120,1949
415000,165,124,2018
420000,164,119,1982
625000,265,156,1989
725000,410,127,1935
449500,159,104,1969
950000,304,176,2002
749000,127,193,2001
995000,410,186,2020
639000,235,148,2008
475000,187,121,2008
500000,305,113,1990
475000,78,151,Voor1906
745000,577,157,1966
389000,87,131,2007
389000,274,134,2003
489000,181,127,1988
540000,197,183,2001
325000,188,94,1997
492500,1053,163,1974
425000,265,105,1969
650000,82,159,2019
675000,430,179,2017
595000,383,150,1990
475000,124,125,2017
475000,200,138,1938
500000,150,100,1924
325000,254,98,1988
465000,501,106,1956
675000,1020,220,1964
550000,145,140,2017
325000,147,140,1956
450000,290,124,1935
365000,240,123,1915
550000,392,117,1930
695000,412,92,1972
295000,88,79,1892
290000,143,114,1972
375000,106,103,1955
950000,148,324,1872
2450000,575,220,1960
375000,148,131,1955
539000,171,148,2003
350000,159,121,1997
399000,674,167,1964
575000,132,125,2008
500000,162,136,2011
370000,216,87,1959
799000,920,238,1927
837500,262,173,2010
1150000von,380,297,1900
393000,127,136,2005
495000,219,123,1997
645000,104,130,2006
550000,383,148,1975
239500,125,110,1931
207500,154,84,1972
425000,116,133,2005
399000,141,89,1990
575000,133,129,
550000,228,162,1994
495000,337,105,1977
1395000,1031,387,2003
599000,447,168,2006
675000,300,170,2010
950000,653,146,2008
1075000,182,216,1901
485000,404,114,1998
725000,167,164,2004
900000,487,193,1991
600000,850,98,1924
585000,288,125,1930
325000,245,114,1997
1159000,469,158,2009
580000,132,143,2009
399000,205,144,1997
839000,475,237,1998
299000,475,123,1890
850000,192,159,1925
425000,207,126,2007
2485000,4060,250,1998
439000,404,97,1965
729000,446,169,1998
985000,121,261,1892
499000,360,150,2016
349500,289,126,1932
325000,108,130,1976
1100000,264,161,1924
360000,417,119,1971
325000,142,129,1978
1195000,10285,160,1953
365000,138,92,2005
395000,255,142,1996
315000,150,78,1962
495000,300,100,1953
575000,162,194,1996
615000,529,217,1998
599000,313,155,2009
695000,217,165,2017
435000,184,133,2015
479500,580,147,1974
275000,224,112,1972
1100000,19280,250,1994
1250000,380,360,1922
365000,349,122,1985
219000,215,91,1950
875000,605,240,1968
749000,355,191,1969
450000,139,132,1968
395000,284,129,1987
400000,131,119,1978
405000,181,120,2015
524500,716,162,1981
435000,165,145,1932
470000,116,132,1997
375000,183,121,2019
285000,150,94,1982
650000,178,159,2007
248000,153,107,1975
525000,395,256,1914
769000,260,160,2011
698000,583,184,1982
579000,610,167,1997
425000,107,99,2012
650000,961,172,1960
395000,129,120,2010
399000,143,114,1962
524950,67,140,1998
650000,230,112,1952
350000,180,112,1986
450000,145,112,1989
460000,148,125,1965
399000,565,114,1976
350000,430,132,2000
495000,610,146,1985
1250000,1208,633,1813
415000,239,108,1969
739000,395,172,1993
495000,5229,173,1991
569000,415,152,1993
395000,176,133,1998
895000,1238,367,1920
2600000,45245,322,2000
275000,328,141,1975
399000,402,124,1976
795000,227,159,1915
550000,221,113,1976
398000,62,155,2001
400000,106,125,1978
690000,182,130,
475000,355,102,1968
298500,230,132,1970
269000,287,88,1966
2700000,794,282,1928
995000,1356,197,2009
495000,328,144,1998
399500,149,135,1980
649000,511,216,1976
395000,161,143,1999
775000,254,234,1882
995000,876,215,1990
690000,165,120,2001
349000,130,95,1938
1275000,369,181,1935
1350000,825,159,2002
625000,139,127,2019
385000,181,131,1982
425000,126,116,2017
475000,89,86,
699000,445,170,1927
535000,275,172,1976
310000,113,95,1897
320000,408,143,1962
400000,259,119,1989
275000,448,169,1935
469000,1080,186,1966
1050000,318,169,1930
450000,199,132,1963
895000,822,188,1990
515000,625,165,1993
325000,156,91,1993
675000,808,123,1954
2600000,45245,322,2000
550000,304,133,1972
400000,153,108,1968
825000,1260,161,1957
450000,233,147,2002
439500,171,131,2006
1385000,990,201,1925
325000,226,106,1930
750000,7837,156,1948
400000,303,137,1997
499000,108,115,2004
375000,109,117,1928
Prijsopaanvraag,525,227,1929
500000,125,131,1998
650000,437,85,1910
375000,128,115,1993
700000,320,125,1900
669000,795,185,2005
779000,469,243,1995
295000,182,96,1927
650000,597,195,1996
475000,231,155,1934
1685000,2375,332,1940
650000,196,181,1912
775000,320,161,2007
499000,212,180,2005
440000,753,146,Voor1906
575000,146,105,1988
675000,327,145,1972
700000,605,154,1967
825000,365,143,1980
319000,363,119,1943
598000,232,155,1998
239000,224,82,1910
489000,326,173,1983
675000,515,194,1986
379900,194,120,1974
565000,344,133,1973
320000,149,120,1968
650000,213,133,1910
1295000,653,224,2017
225000,258,68,1966
550000,102,116,1904
549500,161,135,2005
525000,154,133,2002
285000,203,97,1972
325000,206,92,1959
795000,1631,174,1994
675000,757,159,2000
625000,272,130,1930
690000,823,184,1996
1200000,460,206,2001
495000,185,111,1979
550000,165,129,2005
1695000,17515,400,Voor1906
649000,90,115,1906
1850000,1820,185,1971
369000,129,120,1973
649500,630,161,1992
499000,137,115,1990
625000,205,170,2009
485000,601,159,1954
435000,731,139,1965
345000,286,148,1961
750000,283,157,1989
325000,284,175,1994
349500,158,143,2006
925000,593,226,2020
498000,1040,84,1930
335000,81,135,1978
200000,165,100,1951
575000,211,93,1924
1995000,1980,399,2017
789000,808,145,1929
1475000,2337,408,1992
275000,144,87,1910
415000,137,126,1899
375000,126,116,2000
450000,129,107,1910
1050000,180,207,2019
525000,202,127,1996
695000,582,148,1930
550000,1169,273,1928
625011,126,84,1989
565000,2800,121,1930
625000,363,131,1991
650000,123,120,1934
389000,270,109,1997
595000,160,153,2009
449000,244,146,2006
500000,159,130,2002
585000,425,152,2005
350000,163,100,1963
495000,6558,123,1859
240000,231,128,1935
335000,212,122,1973
615000,77,115,1910
579000,378,182,1967
650000,805,124,1951
485000,198,127,1990
565000,385,104,1936
350000,511,251,1880
620000,282,152,1925
935000,291,172,2008
500000,272,202,1937
675000,869,194,1994
749000,464,138,1987
600000,131,162,2019
635000,2395,220,1981
525000,387,144,1992
895000,441,161,1930
297500,228,130,1978
675000,534,139,1975
675000,310,118,1931
1350000,2680,438,2005
550000,129,114,1964
525000,149,128,2005
419000,265,123,1969
339500,366,190,1984
1800000,380,194,1934
525000,880,150,2003
525000,241,139,2003
354000,270,132,1961
400000,387,125,1950
650000,258,155,2009
375000,140,110,2016
850000,1927,239,2005
2950000,4440,341,1952
750000,298,178,2006
429000,245,135,1971
350000,393,138,1928
475000,639,168,1992
895000,460,163,1992
795000,156,178,2017
390000,234,85,1956
475000,136,131,2013
750000,5679,234,1940
400000,120,100,1994
449500,120,141,1952
470000,177,110,1972
398000,418,108,1987
2495000,2012,250,1955
775000,406,197,2003
940000,276,222,1961
525000,261,128,1974
400000,238,91,1953
525000,278,138,1968
500000,160,304,1875
450000,124,91,1890
429000,298,137,1980
400000,164,113,1978
995000,176,153,1935
2350000,1925,178,1917
439000,217,125,1974
689000,458,194,1990
485000,79,97,1926
565000,142,159,2005
425000,80,80,1910
485000,448,163,1972
425000,250,137,2001
625000,1360,112,1939
350000,237,122,1938
430000,133,122,1988
375000,152,74,1964
1025000,1030,339,1936
425000,68,138,2000
365000,279,125,1961
550000,307,140,1989
525000,122,175,2006
429000,445,172,1994
500000,610,149,1983
285000,260,120,1973
595000,166,135,1996
615000,348,180,1978
449000,1379,234,1920
700000,2695,179,1950
425000,148,112,1986
795000,777,324,2005
795000,418,212,1972
895000,1080,365,1998
415000,290,125,1991
410000,143,117,1999
389000,175,117,1972
485000,285,135,1997
1095000,426,202,1914
1270000,7457,356,
425000,203,129,2012
575000,2750,179,1932
775000,430,198,1995
465000,330,134,1996
325000,455,87,1940
400000,172,99,1993
1395000,519,208,1960
695000,183,146,1996
995000,27803,293,1932
525000,158,160,1998
1500000,2778,230,1915
700000,202,149,2000
315000,455,113,1962
375000,211,124,Voor1906
695000,1147,172,2011
925000,296,220,1869
349000,373,80,1969
820000,353,171,2003
435000,170,121,1984
325000,135,109,1964
1600000,10065,231,1993
560000,360,64,Voor1906
325000,276,97,1988
489000,224,139,2016
440000,170,137,1980
375000,92,149,1927
625000,155,189,2003
595000,511,174,2003
745000,715,150,1930
395000,295,111,1984
550000,393,157,1974
695000,608,150,1921
399000,310,104,1938
375000,296,86,1969
325000,195,150,1934
875000,1522,219,1984
520000,417,117,2000
2295000,2115,260,1971
275000,230,92,1959
695000,657,158,1982
895000,605,262,1932
847500,352,150,1991
2175000,3575,216,2017
398000,380,78,1968
519000,1735,202,1989
650000,478,329,1928
1450000,11120,357,1983
450000,338,96,1954
575000,135,138,1939
795000,2100,173,1913
695000,700,209,1991
675000,411,159,1971
2150000,11097,308,1973
595000,420,175,2003
650000,115,133,1927
695000,3145,125,
Prijsopaanvraag,678,209,2012
739000,562,247,1995
650000,256,147,1969
789000,5632,370,1845
350000,270,106,1969
875000,443,203,1939
235000,184,93,1989
449000,345,132,1990
375000,334,102,1967
695000,186,128,1970
895000,168,201,1936
699000,225,136,2015
399000,117,120,2010
475000,535,173,1960
785000,1773,183,1999
395000,153,95,1964
250000,360,84,1912
479000,164,114,1960
395000,157,140,1970
850000,1065,244,1991
285000,147,122,1971
309000,183,81,1958
325000,147,104,1983
525000,640,151,1960
1100000,647,213,1998
669000,330,113,1936
530000,182,151,2007
539000,291,88,1913
325000,110,73,1935
385000,130,115,2016
500000,244,121,1968
325000,333,201,1961
469000,678,182,1920
419000,127,110,1984
349000,330,117,1999
650000,303,149,1980
399000,420,108,1954
695000,562,178,1973
1200000,993,237,1980
795000,310,185,2006
369000,230,106,1964
250000,245,117,1958
750000,2465,180,1994
319000,173,95,1950
639000,734,162,1992
449000,313,153,1989
2350000,333,246,1915
599000,282,204,1999
729000,395,143,1949
600000,804,173,1971
695000,1580,547,1900
1595000,6650,241,1974
675000,622,626,1950
579000,318,136,1969
319500,103,133,2009
324000,115,110,2001
495000,508,132,1972
497500,313,105,1966
500000,174,147,1980
450000,183,114,1988
500000,356,145,1990
475000,169,125,1970
425000,131,129,2019
445000,285,115,1968
350000,175,111,1931
800000,745,212,1961
849000,2675,255,1954
850000,1860,235,1992
565000,167,127,1981
449000,120,95,1933
369000,130,133,1905
499000,650,143,1890
399000,153,91,1938
575000,260,122,
439500,106,130,2004
674000,543,189,1986
225000,193,145,1982
315000,73,115,1898
649000,810,202,
450000,140,88,1850
749000,647,214,1989
569000,350,122,1974
280000,136,100,1996
425000,1149,76,1967
525000,1760,231,1985
289000,122,80,1961
519000,238,140,1990
1795000,23650,335,1908
420000,286,113,1967
1375000,760,245,2008
1000000,429,292,1895
450000,270,125,1907
875000,1110,211,1817
275000,139,74,1920
695000,722,123,1967
675000,236,170,2006
995000,1260,254,1972
750000,3800,245,1866
520000,513,139,1960
2650000,74372,638,1871
490000,345,133,1958
895000,950,251,2006
895000,862,208,1984
295000,149,106,1966
599500,296,133,2012
275000,171,118,1958
395000,180,98,1983
429000,236,132,1967
450000,167,137,1977
1500000,530,415,1900
389000,230,121,1987
1495000,2500,284,1981
765000,286,170,2017
247500,388,83,1938
1300000,1637,331,2008
1000000,523,212,1976
2750000,6263,299,1995
525000,304,95,1970
550000,235,133,1969
495000,277,211,1925
685000,221,174,2017
350000,240,90,1948
475000,254,175,1997
1150000,336,458,1920
339000,222,129,1968
209500,137,103,1965
1495000,2500,284,1981
698000,837,233,1967
599000,415,119,
445000,189,112,1931
398000,297,92,1999
650000,200,139,1926
598500,870,271,1920
519000,265,191,1976
560000,244,155,1987
449000,433,116,1965
525000,167,148,2003
650000,400,140,1969
575000,715,230,1994
497000,185,110,1947
249000,330,80,1961
319000,225,118,1985
400000,232,101,1994
975000,1385,225,1962
600000,458,149,1965
549000,304,105,1992
325000,155,184,1901
639000,589,152,1980
685000,273,138,1990
450000,978,137,1912
595000,636,180,1994
950000,151,151,
565000,224,137,2002
425000,234,250,1968
265000,180,133,1966
429500,172,119,1989
425000,454,132,1953
619000,635,131,1985
895000,930,174,1927
699000,352,181,1935
1100000,630,240,1989
1795000,25350,212,1931
425000,490,140,1953
795000,1126,285,1975
879000,257,211,1982
312500,403,118,1962
299500,109,100,2004
1450000,770,214,2018
1075000,2575,158,1983
619000,440,161,1989
685000,680,167,1977
1050000,1785,370,1803
500000,243,148,1997
1187500,1115,373,1910
489000,370,102,1965
675000,140,112,1935
468000,222,151,1928
599000,238,145,2007
1195000,1010,184,1994
795000,430,188,1958
500000,488,185,1956
350000,63,114,1929
315000,208,84,1989
375000,237,135,1980
375000,276,190,1957
1450000,950,279,2006
1549000,1000,269,
300000,148,98,2005
475000,514,138,1954
375000,175,120,1999
425000,176,145,1966
650000,217,152,2006
410000,191,116,1962
320000,760,169,1920
1275000,251,380,1917
250000,255,90,1966
495000,333,142,2007
595000,510,105,1950
399000,104,109,2001
375000,450,105,1860
385000,143,109,1974
735000,386,170,1997
1595000,6095,260,1994
675000,121,123,2006
3500000,563,327,2000
325000,98,128,1967
1995000,615,203,1966
1495000,7890,240,2018
775000,693,197,1988
495000,357,130,1971
425000,101,125,2017
1075000,616,272,2002
550000,314,153,1998
1450000,240,158,1940
595000,169,135,2011
1695000,1926,535,2011
825000,410,208,1993
1150000,115,166,
800000,965,144,1910
595000,532,123,1954
485000,109,102,1924
400000,244,141,1930
598000,294,153,1990
995000,160,155,1928
400000,151,144,1999
700000,4270,365,1890
625000,213,163,1998
289000,205,113,1981
595000,296,130,1986
575000,585,181,2001
1495000,729,241,1974
615000,230,127,1935
430000,330,130,1952
425000,243,130,2007
1795000,232,366,1889
349000,283,256,1971
985000,154,199,1908
225000,76,80,1899
425000,2205,129,1989
300000,87,75,1900
369500,356,123,1990
425000,143,116,1983
385000,259,122,1973
395000,160,111,1987
700000,484,168,1983
695000,254,128,1890
425000,227,128,1970
725000,169,230,1900
595000,306,160,1926
575000,148,143,2007
385000,199,113,1991
575000,319,130,1926
875000,403,169,2018
499000,215,132,2018
585000,660,188,1993
999000,5517,338,1977
524000,489,150,1991
669000,11914,180,1974
565000,643,322,1909
3950000,3222,844,2010
345000,124,106,1997
369000,180,108,1969
925000,630,185,2008
400000,458,122,1954
1750000,1413,320,1976
595000,503,95,1900
995000,1805,161,1989
1600000,753,200,2002
229000,145,85,1977
375000,229,143,1975
575000,544,128,1934
375000,235,124,1988
675000,703,177,1994
379000,227,98,1966
229000,126,134,1985
339500,185,102,1965
549000,677,99,1962
575000,267,194,2009
350000,288,101,1906
389000,221,136,1980
495000,497,163,1995
775000,208,190,2001
325000,212,116,2000
795000,1000,296,1947
495000,287,119,1990
1150000,392,231,2008
2100000,780,327,2002
309500,174,102,2016
495000,311,81,1964
695000,330,116,1956
1049000,179,137,1937
1275000,126,244,2008
309000,135,94,1985
500000,90,110,1990
850000,685,158,1966
375000,570,138,1978
625000,9271,131,1965
249500,725,78,1939
789000,321,145,1957
450000,186,135,1978
1050000,441,243,2011
525000,435,91,1978
625000,1020,201,1654
495000,106,93,1923
789000,285,152,1978
475000,190,126,1979
675000,300,174,2014
449000,191,110,1986
1295000,16610,221,Voor1906
550000,786,151,1965
495000,313,153,1997
435000,84,92,1935
695000,286,170,1936
2100000,2301,339,2020
375000,249,148,1990
329500,135,82,1880
395000,190,129,1999
565000,283,117,1932
550000,157,108,2004
359000,275,273,1920
489000,88,144,2010
785000,176,147,1935
695000,423,157,1960
995000,4770,329,1951
1090000,296,216,1928
325000,134,93,1997
465000,102,131,2006
440000,433,144,1965
535000,271,135,1990
695000,423,180,1971
835000,726,252,1987
550000,213,103,1923
650000,5084,132,1937
1625000,638,237,2007
675000,136,400,1893
345000,187,111,1995
375000,123,143,1978
425000,243,122,1995
589000,112,131,2010
1450000,32450,409,1920
285000,219,127,1941
250000,431,120,1974
600000,620,155,1915
625000,230,191,2003
345000,226,113,1984
500000,188,174,1590
475000,197,150,
299000,239,127,1980
560000,325,126,1987
995000,1800,216,2003
269000,86,77,1935
1100000,182,185,1960
725000,146,122,2013
450000,247,160,1985
249500,419,131,1939
569000,485,142,1995
875000,955,250,1981
345000,163,149,1972
350000,225,110,1976
400000,70,118,1850
300000,88,115,1887
925000,145,147,2008
650000,215,153,2010
450000,202,124,1995
820000,136,139,2018
1700000,1340,300,1861
649000,574,146,1998
1065000,2520,324,1976
420000,205,123,1993
595000,342,145,2005
675000,4125,146,1910
375000,170,106,1970
1215000,900,320,1908
895000,1494,236,1998
335000,123,78,2008
399000,331,136,1961
589000,117,129,
215000,166,96,1988
449500,188,170,1980
449000,218,115,1965
1195000,901,224,1973
298000,218,84,1933
1190000,5000,124,2008
624000,360,226,2008
825000,128,161,2006
525000,247,128,1969
895000,1064,289,1997
545000,400,94,1958
375000,167,109,1960
615000,3500,264,1910
495000,287,121,1970
329000,132,101,1986
650000,134,130,1958
1090000,9790,252,1935
350000,123,125,1998
500000,200,167,1906
535000,298,152,1982
825000,360,167,1935
350000,130,140,1960
535000,783,136,1940
325000,143,101,1987
425000,185,203,1930
575000,257,140,1956
575000,200,169,1926
995000,1750,275,1977
269000,477,131,1902
389000,220,139,1989
825000,21730,135,
550000,269,167,1974
260000,56,69,1931
665000,826,161,2004
825000,1175,271,1992
925000,1195,290,Voor1906
539000,1080,126,1976
460000,245,121,1969
879000,1032,280,1998
475000,228,134,1995
630000,550,212,1987
610000,265,158,2006
600000,149,114,1962
500000,680,118,1972
350000,67,118,2017
700000,345,120,1959
1045000,285,225,1990
375000,171,143,1978
575000,854,175,1979
500000,243,162,1978
350000,206,140,1978
1795000,11750,428,2008
325000,149,83,1996
299000,253,110,1974
425000,84,129,1980
275000,118,115,2009
795000,350,144,1998
1200000,177,247,1880
418000,254,155,1995
1895000von,118891,348,1959
395000,206,139,1960
650000,1655,205,1840
399500,269,112,1930
339000,110,104,1938
1150000,5265,296,2012
415000,322,159,1880
1050000,9460,310,1932
675000,241,168,1961
875000,615,434,1925
399000,2329,167,1981
695000,800,203,1991
695000,1320,234,1970
259500,242,102,1977
675000,10845,139,1976
775000,1377,190,2001
489000,142,127,1981
569500,305,140,1928
695000,524,166,1988
475000,260,75,1965
325000,342,131,1932
910000,1264,221,2008
1440000,651,365,1913
1100000,9733,109,1938
700000,811,244,1972
539000,857,188,1990
942500,948,238,1980
639000,410,123,1960
1175000,2118,317,1750
225000,280,126,1924
499000,183,111,1957
600000,201,151,1998
1095000,174,200,1903
945000,452,180,1991
1090000,2608,242,2022
365000,241,75,1957
510000,448,165,1992
390000,755,142,1969
250000,621,108,1924
295000,161,84,1928
400000,148,125,2010
825000,273,170,2008
1500000,18500,400,1930
550000,199,150,1998
750000,1039,149,1938
369500,189,107,1993
410000,174,119,2008
365000,65,78,1925
399000,185,109,1956
1895000,1730,200,2018
675000,163,140,1996
475000,194,148,1997
285000,114,85,1972
599500,1364,167,1968
475000,349,126,1998
539500,5490,181,
1950000,2224,190,1989
1095000,15720,231,1896
400000,123,121,1999
289000,137,119,2006
599000,366,167,1906
369000,149,116,1958
530000,120,113,1925
750000,110,163,2020
195000,126,108,1905
410000,245,133,1935
399000,331,127,1990
600000,90,94,1906
469000,237,142,2006
550000,259,160,2016
569000,792,165,1981
1350000,2690,231,1938
489000,893,145,1955
499000,396,139,1990
425000,115,124,1998
945000,690,189,1902
895000,1220,308,1877
519000,785,175,1966
650000,470,117,1930
1490000,779,139,1934
450000,145,164,1929
1450000,6530,408,1870
499000,460,165,1948
495000,172,125,2001
595000,917,81,1968
795000,815,189,1975
495000,386,151,2003
4250000,15070,513,1918
350000,637,167,1930
295000,150,115,1920
1300000,3885,216,1975
275000,457,124,1955
1495000,842,200,1950
595000,732,177,1890
895000,480,168,1989
1095000,15482,239,1915
285000,830,72,1970
535000,150,145,1950
920000,304,128,1937
895000,1548,359,1948
675000,2475,147,1956
829000,275,174,2002
265000,239,139,1976
325000,152,105,1957
329000,168,77,1933
795000,990,244,1985
595000,230,167,1929
195000,183,95,1957
219000,343,92,1970
435000,129,146,1999
825000,553,453,1890
889000,713,212,1978
1100000,13195,184,1990
799000,763,207,1932
435000,265,105,1968
450000,295,209,2000
520000,239,141,2005
325000,273,112,1984
785000,835,159,1947
465000,122,130,2007
539500,404,177,2006
875000,403,173,2007
315000,195,105,1994
727000,265,194,1982
850000,256,292,1898
700000,834,311,1928
284500,567,142,1933
249000,636,111,1910
650000,320,159,1907
895000,248,155,2000
297000,176,108,1937
550000,145,153,1683
498000,720,163,1964
249500,383,92,1944
599500,954,200,1910
400000,144,133,2013
885000,222,109,1934
1050000,1684,374,1982
1498000,1800,313,1902
1139000,1575,239,1975
375000,86,58,1923
495000,132,115,1986
1050000,4405,117,1986
695000,102,180,1911
775000,361,170,1935
925000,450,216,1995
429500,1070,140,1963
469500,150,118,1979
695000,2010,438,1916
1400000,31190,378,1947
489000,530,273,1930
325000,164,124,1963
745000,1606,300,1840
789000,1340,187,1980
650000,542,136,1968
598000,411,169,2002
800000,617,275,1998
935000,262,385,1986
1050000,468,188,
875000,278,197,1918
185000,165,78,1965
599000,233,154,2005
450000,253,167,1997
1450000,476,193,1930
1050000,1327,322,1830
4450000,3375,611,1926
339000,262,106,1966
1095000,1490,163,1936
950000,594,291,2018
515000,319,138,1972
985000,1653,192,1998
375000,146,66,1800
700000,329,131,1934
1553000,742,255,2019
875000,777,207,2003
550000,577,148,1989
550000,363,110,1991
590000,127,164,2007
260000,136,90,1920
435000,95,113,1985
695000,3200,110,1960
598000,987,263,1979
1595000,584,252,1908
385000,240,104,1994
1595000,3095,270,1984
450000,49,106,2002
575000,232,147,2000
289000,267,142,1976
585000,301,129,1998
269000,234,121,1973
475000,130,130,2015
275000,274,121,1968
875000,2210,218,1973
1150000,1020,231,1961
800000,3167,264,1900
495000,538,194,1978
595000,88,116,1625
400000,442,114,1988
300000,379,140,1972
595000,511,85,1961
585000,1478,224,1990
1675000,1710,289,2004
700000,391,152,1975
795000,791,220,1974
799500,234,239,2004
800000,675,121,1900
499000,292,112,1928
375000,127,119,2005
600000,261,128,1989
850000,270,225,1900
649000,107,230,1751
895000,335,201,2019
675000,94,165,2013
275000,117,133,1926
550000,2180,120,1993
550000,209,124,
675000,14750,144,1987
749000,1715,221,1885
389000,185,127,Voor1906
2950000,1918,423,2009
695000,237,200,1954
495000,585,169,
1475000,1010,210,1955
749500,236,216,2021
845000,544,173,2002
350000,160,98,1987
535000,159,133,1925
675000,505,130,2015
890000,1970,260,1950
695000,602,197,1928
589500,147,158,2008
275000,230,100,1989
769000,290,188,2010
489000,363,133,1978
650000,485,121,1984
699000,158,127,1967
525000,365,110,1961
445000,585,153,2005
415000,120,131,1968
395000,80,81,1920
599000,401,209,1999
447500,202,83,1985
359000,293,107,1920
399000,246,145,1973
600000,212,160,1991
575000,432,167,2010
275000,80,70,1898
450000,273,114,1993
425000,205,259,1918
365000,257,95,1974
350000,358,108,1988
780000,803,148,1970
695000,210,165,1958
550000,490,146,1980
299000,308,128,1968
475000,526,132,
335000,100,79,1930
500000,326,141,1940
350000,230,137,2000
700000,926,213,1986
445000,395,106,1992
445000,199,137,1961
449000,150,151,1954
699000,455,147,1970
319000,130,69,1938
1250000,4150,300,2008
4500000,4389,491,1997
800000,150,135,1952
359000,95,90,2009
469000,1230,106,1956
840000,1290,336,Voor1906
550000,158,134,1939
675000,247,162,2003
750000,571,156,2005
298500,122,70,1951
485000,135,128,2017
798000,446,169,1975
275000,185,82,Voor1906
Prijsopaanvraag,2200,157,1925
1875000,573,295,1900
535000,130,100,1903
650000,148,166,1956
575000,579,156,1965
499000,425,148,1969
1100000,1843,229,1973
2175000,838,370,2011
375000,138,94,1985
450000,182,146,1981
795000,16370,238,1910
269500,210,107,1965
420000,304,119,1984
399000,252,104,1949
350000,164,130,1970
319500,403,188,1968
389000,104,97,1630
299500,377,100,1924
2980000,2550,266,1911
365000,143,114,1962
850000,273,312,1850
725000,264,285,1991
389000,492,139,1972
945000,12145,133,1906
415000,204,150,1955
360000,152,91,1919
489000,229,130,1990
725000,338,185,2004
925000,483,231,2018
375000,343,125,1981
550000,181,157,1970
299000,240,120,1968
550000,1021,86,2020
695000,600,147,1957
499000,523,132,1981
450000,129,177,2002
250000,225,164,1938
445000,522,146,1930
369000,182,126,1978
795000,896,160,1948
639000,545,196,1997
600000,843,200,1930
850000,1470,307,1936
495000,1831,237,1971
1000000,875,154,1983
350000,126,107,2005
575000,319,111,1985
324000,120,120,1963
249500,152,130,1973
375000,251,87,1985
1399000,1565,232,1957
270000,229,85,1967
2495000,1295,325,1993
300000,165,73,1933
317500,147,114,1934
450000,209,119,2003
600000von,2380,129,1929
1250000,527,206,1995
399000,130,136,1997
1150000,677,322,1936
1100000,9160,187,1800
439000,162,130,1701
595000,457,201,1988
550000,489,142,1995
1750000,7872,242,1997
400000,128,120,1976
449000,95,141,1850
490000,237,155,2014
Prijsopaanvraag,1094,221,1994
399000,497,128,1976
895000,492,168,1934
585000,1372,174,1966
325000,425,100,1905
1195000,2473,211,1992
375000,290,138,1980
400000,115,113,1936
1200000,988,318,1928
965000,220,169,1930
450000,147,140,1977
945000,800,443,2007
435000,329,129,1959
325000,571,107,1910
725000,1200,140,1960
1029000,845,353,1939
790000,549,189,2014
600000,930,182,1970
525000,695,181,1959
585000,406,131,1983
550000,215,169,1903
364000,411,127,1959
795000,165,150,1643
498000,118,107,1992
525000,243,161,2001
915000,513,161,1977
895000,237,294,1920
284000,241,115,1962
1850000,8020,735,1874
450000,144,111,1910
275000,184,146,1947
589000,234,190,1977
650000,598,162,1999
487500,224,102,2000
545000,309,185,2006
600000,1010,160,1970
575000,1054,306,1935
995000,715,235,1976
595000,158,117,Voor1906
470000,139,124,1938
525000,282,238,1991
498500,534,204,1965
1450000,10075,228,1716
1350000,1205,188,2003
985000,5170,162,1993
579000,812,188,1995
315000,121,141,1972
650000,355,150,2003
619000,425,110,1930
399000,209,150,2000
800000,475,127,1958
550000,223,153,2006
575000,120,215,1900
889000,3501,275,1993
299000,283,130,1953
895000,1249,264,1959
569000,475,132,1969
1450000,39270,138,1995
875000,8000,162,1912
1250000,625,190,1963
